time_sec,healthy_accel_g,outer_race_defect_g,inner_race_defect_g
1.3590,-1.0963,3.4931,1.0387
1.3600,-0.9877,3.0313,1.1049
1.3610,-0.4599,2.4749,1.2260
1.3620,-0.7341,1.7901,6.5609
1.3630,-0.2606,1.6689,6.0345
1.3640,-0.5815,1.0093,4.3307
1.3650,-0.5045,0.9846,3.5016
1.3660,-0.2383,1.4029,2.9218
1.3670,-0.1829,0.8243,2.2417
1.3680,0.2041,4.9693,9.1052
1.3690,0.8931,4.4086,8.2509
1.3700,0.1017,3.5555,5.9890
1.3710,0.9692,2.7898,6.1224
1.3720,0.4920,2.0128,4.0023
1.3730,0.4565,1.9266,3.7565
1.3740,0.4121,1.3740,8.0030
1.3750,0.4386,1.2828,6.8255
1.3760,0.5772,1.2521,5.6479
1.3770,0.2376,3.9853,4.5400
1.3780,0.3966,3.6975,2.4479
1.3790,-0.0086,2.7642,2.8561
1.3800,0.4310,2.6596,4.6734
1.3810,0.1961,2.4112,3.6309
1.3820,-0.1938,1.1671,3.1920
1.3830,-0.3295,0.4924,1.7257
1.3840,0.0996,1.6045,1.9866
1.3850,0.4540,1.0802,1.5962
1.3860,-0.7257,3.3453,2.5029
1.3870,-0.0107,3.6412,2.9675
1.3880,-0.4196,2.1408,2.3124
1.3890,-0.3221,1.7781,1.9129
1.3900,-0.5492,1.8922,1.6690
1.3910,-0.9810,0.6440,0.1816
1.3920,-0.5625,0.6596,5.0935
1.3930,-0.3784,0.7020,4.2606
1.3940,-0.6961,0.9222,3.1001
1.3950,-0.5084,3.8656,2.4454
1.3960,-0.7419,3.0242,1.7954
1.3970,-0.9571,1.8101,1.1077
1.3980,-0.5897,2.2731,8.1223
1.3990,-0.0008,1.7440,7.3652
1.4000,0.2268,2.2915,6.5059
1.4010,0.7034,1.9589,5.2025
1.4020,0.1271,1.1116,3.9078
1.4030,0.3714,0.6561,3.1145
1.4040,0.4021,4.4008,9.3613
1.4050,0.9005,4.0663,8.2218
1.4060,0.2345,2.8593,5.6951
1.4070,0.6520,2.9300,5.6946
1.4080,0.8298,2.7714,4.2590
1.4090,0.4830,1.7614,2.7564
1.4100,0.6462,2.1079,6.5481
1.4110,0.5855,1.4513,5.9965
1.4120,0.5913,1.4392,4.7372
1.4130,0.2939,4.6400,3.3054
1.4140,0.1665,3.8431,2.9811
1.4150,-0.0045,2.4527,2.2493
1.4160,-0.0852,1.7703,3.5282
1.4170,-0.0600,1.8550,3.4925
1.4180,-0.2465,1.6869,2.4392
1.4190,-0.1920,1.1834,1.4621
1.4200,-0.3710,0.7523,1.5920
1.4210,-0.1417,0.4925,1.2478
1.4220,-0.3885,3.8643,3.8247
1.4230,-0.1221,3.1988,3.1275
1.4240,-0.3706,3.0336,2.0744
1.4250,-0.5233,2.3816,1.7614
1.4260,-0.4015,1.9907,1.4777
1.4270,-0.9236,0.1668,0.8608
1.4280,-1.1766,0.4866,6.5201
1.4290,-0.4981,0.9678,5.5664
1.4300,-0.6126,-0.0151,4.2625
1.4310,-0.3903,4.1065,3.0813
1.4320,0.0382,3.8871,2.9827
1.4330,-0.1231,2.8188,1.7435
1.4340,0.1915,2.2811,9.4420
1.4350,0.2011,2.1025,7.5054
1.4360,0.4969,1.7029,6.7796
1.4370,0.1596,0.8617,5.4932
1.4380,0.4237,1.4693,4.2759
1.4390,0.5126,1.1681,3.9915
1.4400,0.5445,5.0639,8.8793
1.4410,1.3162,4.7554,8.6107
1.4420,0.6684,3.6012,6.0210
1.4430,1.0900,3.8159,5.2940
1.4440,0.4432,2.6276,4.6760
1.4450,-0.1457,1.0817,2.1473
1.4460,0.2703,1.2364,5.5154
1.4470,0.0075,1.3628,3.7718
1.4480,0.7331,1.8844,3.7478
1.4490,-0.1336,4.8641,2.7318
1.4500,0.0093,3.7205,1.6864
1.4510,0.2187,3.3319,1.9755
1.4520,0.1020,2.2587,3.4121
1.4530,-0.6819,1.4186,2.2804
1.4540,-0.1021,1.5869,1.7456
1.4550,-0.1911,1.6774,0.6262
1.4560,-0.4805,0.0494,0.6879
1.4570,-0.8521,0.4208,-0.8456
1.4580,-0.2918,4.1185,4.4401
1.4590,-0.9872,3.5641,3.1456
1.4600,-0.5611,2.4663,2.6437
1.4610,-0.4326,1.4693,1.8739
1.4620,-0.7936,0.8962,1.6849
1.4630,-0.9036,0.2254,0.5970
1.4640,-0.7508,0.9248,7.8071
1.4650,-0.4876,0.7213,6.0111
1.4660,-0.5384,-0.0410,5.0171
1.4670,0.0285,4.5267,4.5861
1.4680,0.4643,4.0844,4.1458
1.4690,0.2178,3.7848,3.1449
1.4700,0.6474,3.0987,9.7530
1.4710,0.4261,2.3258,7.6634
1.4720,0.6052,2.1456,6.9083
1.4730,0.6099,1.4698,5.1411
1.4740,1.1633,2.7111,5.4721
1.4750,1.0454,1.4362,4.0507
1.4760,0.6651,5.5394,7.0392
1.4770,-0.2019,3.1090,5.5528
1.4780,0.1643,3.1547,4.8143
1.4790,0.2013,2.1713,3.3190
1.4800,0.3289,1.8595,3.2661
1.4810,-0.5497,1.0613,1.6764
1.4820,0.0152,1.9581,3.9147
1.4830,-0.4038,0.6596,3.3262
1.4840,0.1169,0.5856,3.1122
1.4850,0.0515,4.7389,2.0848
1.4860,-0.0108,3.3333,1.7302
1.4870,0.0755,3.0232,1.3555
1.4880,-0.3338,2.0842,3.1929
1.4890,-0.5344,1.3480,2.7632
1.4900,-0.6725,1.1616,1.2681
1.4910,-0.3483,0.6652,1.6113
1.4920,-0.8935,-0.3109,0.6887
1.4930,-0.4742,0.6194,1.2055
1.4940,-0.9644,3.6154,6.0183
1.4950,-0.5116,3.0692,5.1268
1.4960,-0.9340,1.8234,4.1592
1.4970,-0.3800,2.2384,3.2993
1.4980,-0.1351,1.7396,3.1852
1.4990,-0.3729,1.0840,2.2162
1.5000,-0.0861,0.9939,8.6764
1.5010,0.0834,0.8320,7.5936
1.5020,0.0964,0.9991,5.7599
1.5030,0.3372,4.9520,5.2947
1.5040,0.6816,4.0498,4.7056
1.5050,0.8225,3.7372,3.6740
1.5060,0.2387,3.0922,8.7216
1.5070,1.1680,3.1880,8.2757
1.5080,0.5306,2.1738,6.0797
1.5090,0.3381,1.2459,4.8678
1.5100,0.6335,1.6806,4.2222
1.5110,0.6737,2.0021,3.1103
1.5120,-0.2050,3.3545,4.6862
1.5130,-0.0331,3.6633,4.1482
1.5140,0.3019,3.3785,3.7023
1.5150,0.5435,2.9928,3.1768
1.5160,0.1720,1.7165,2.4034
1.5170,0.1416,2.0667,1.4965
1.5180,0.3767,2.0460,3.3131
1.5190,0.1771,1.1038,2.8799
1.5200,-0.3090,0.3310,1.9952
1.5210,-0.1722,4.1876,1.6179
1.5220,-0.1161,3.7405,1.3794
1.5230,0.0004,3.1372,0.3660
1.5240,-0.6682,1.8152,4.2853
1.5250,-0.5731,1.5570,3.4681
1.5260,-0.4597,1.4514,2.4428
1.5270,-1.1685,0.8041,1.9804
1.5280,-1.2108,-0.2501,0.7342
1.5290,-0.4005,0.4456,1.0506
1.5300,-0.8387,3.5946,7.2724
1.5310,-0.6886,2.4147,5.4417
1.5320,-0.4402,2.3521,4.4412
1.5330,0.2550,2.6299,4.6468
1.5340,-0.0075,1.3466,3.0557
1.5350,0.2493,2.5032,2.9139
1.5360,0.7189,2.2172,9.7373
1.5370,0.7481,1.8174,8.1804
1.5380,0.8989,1.3158,7.3049
1.5390,0.9903,5.8315,6.0936
1.5400,0.9175,4.6927,4.7253
1.5410,0.8352,3.3975,4.2017
1.5420,1.3463,3.2516,8.0568
1.5430,0.4428,2.8700,6.4688
1.5440,-0.1122,2.2913,4.7408
1.5450,0.3473,1.2291,3.7394
1.5460,0.6866,1.7142,3.5587
1.5470,0.2349,1.1447,3.1228
1.5480,0.5521,4.9529,4.7576
1.5490,0.3310,3.7871,3.7466
1.5500,-0.6173,2.2959,1.9248
1.5510,-0.2785,2.1533,1.7834
1.5520,-0.2082,1.2736,1.1853
1.5530,-0.3443,1.2651,0.6695
1.5540,-0.4052,0.9594,3.6271
1.5550,-0.1434,1.0442,2.9759
1.5560,-0.2668,0.4782,2.2647
1.5570,-0.4608,4.0281,2.1518
1.5580,-0.4127,3.8034,1.8631
1.5590,-0.3965,2.5846,1.2340
1.5600,-0.7445,1.1457,5.0250
1.5610,-0.8061,1.8187,4.9242
1.5620,-0.1781,1.4346,3.8411
1.5630,-0.4984,0.6161,3.5223
1.5640,-0.1680,0.6985,2.0883
1.5650,-0.2080,0.1040,2.4429
1.5660,-0.0834,4.2293,8.8144
1.5670,0.4351,4.1919,8.2436
1.5680,0.5489,3.5897,6.8279
1.5690,0.5118,2.9843,5.0124
1.5700,0.6907,2.6760,4.8723
1.5710,0.5872,2.7584,3.6947
1.5720,0.6429,1.7199,9.5812
1.5730,0.1994,0.9115,7.3186
1.5740,0.5083,1.2743,6.2543
1.5750,0.8383,5.4484,5.4279
1.5760,0.4556,3.9364,4.9973
1.5770,0.2906,3.2513,2.8346
1.5780,0.2990,2.3196,5.9476
1.5790,-0.1255,2.0920,3.6834
1.5800,-0.0770,1.5311,3.5780
1.5810,0.1185,1.0378,3.3644
1.5820,0.5076,1.4584,3.0507
1.5830,0.1073,0.9701,2.5238
1.5840,-0.0874,3.9770,3.6535
1.5850,-0.2267,3.6067,2.4394
1.5860,-0.6760,2.7194,2.0703
1.5870,-0.5692,2.3970,0.9321
1.5880,-0.3462,1.3915,0.7713
1.5890,-0.3144,1.2738,0.5857
1.5900,-0.5836,1.2474,3.9358
1.5910,-0.5887,0.4939,3.2222
1.5920,-0.9944,-0.4576,2.0146
1.5930,-0.1987,4.0891,2.2294
1.5940,-0.8430,2.4367,1.4867
1.5950,-0.8004,2.4595,1.1389
1.5960,-0.6377,1.6040,7.0143
1.5970,-0.8720,0.7900,5.1500
1.5980,-0.3436,1.0937,4.6486
1.5990,0.1516,1.5134,4.4458
1.6000,0.4958,1.8647,3.5356
1.6010,0.1367,0.5699,2.6055
1.6020,0.6710,5.4371,9.8283
1.6030,0.1940,4.5494,7.9060
1.6040,0.8989,3.5538,7.2204
1.6050,0.7509,3.2130,5.6348
1.6060,0.8281,2.8616,4.6769
1.6070,0.8217,2.0593,3.7205
1.6080,0.3961,1.6653,8.1871
1.6090,0.3256,1.1320,5.9852
1.6100,0.1814,1.2019,4.4167
1.6110,0.1630,4.4810,4.2445
1.6120,0.3279,4.0740,3.4292
1.6130,0.2843,3.1513,2.7444
1.6140,-0.2850,1.7215,3.5218
1.6150,0.5303,2.3102,3.9705
1.6160,0.0037,1.4227,2.5938
1.6170,-0.2887,0.9657,1.8000
1.6180,-0.2982,-0.2943,1.6326
1.6190,-0.6350,0.8643,1.0135
1.6200,-0.1182,4.1586,3.7186
1.6210,-0.1026,3.5357,2.9149
1.6220,-0.2260,2.9271,2.2063
1.6230,-0.5384,2.4132,1.2214
1.6240,-0.1729,1.8177,1.2431
1.6250,-0.4510,0.9851,1.2050
1.6260,-0.5108,0.6515,5.6451
1.6270,-1.2147,-0.0271,3.7708
1.6280,-0.6040,0.1412,3.4088
1.6290,-0.9154,3.6973,2.2439
1.6300,-0.6870,3.2044,1.9006
1.6310,-0.6865,2.3024,1.1304
1.6320,-0.1458,2.2282,9.1102
1.6330,-0.4584,1.2514,6.7017
1.6340,-0.3761,1.3459,4.7135
1.6350,0.4780,1.5502,5.3145
1.6360,0.3732,1.5194,3.8848
1.6370,0.3288,0.4766,3.6197
1.6380,1.1813,5.6937,9.8965
1.6390,0.7597,4.6253,8.0492
1.6400,0.6893,3.5762,6.6191
1.6410,1.0975,2.9430,5.9462
1.6420,0.9836,2.7603,4.8184
1.6430,0.8455,2.4136,3.9217
1.6440,0.2948,1.4313,5.7571
1.6450,0.5097,1.4126,5.6878
1.6460,0.2150,1.2738,3.8040
1.6470,0.1809,4.4720,3.8142
1.6480,0.1351,3.9245,2.6355
1.6490,0.0677,3.3082,2.3565
1.6500,-0.0065,2.1260,3.6951
1.6510,0.0866,2.3901,3.2782
1.6520,-0.0752,1.2267,2.1140
1.6530,0.1427,1.9560,2.6463
1.6540,-0.3545,0.7378,1.1974
1.6550,-0.1546,0.7506,0.9707
1.6560,-0.3046,3.8041,3.8027
1.6570,-0.0128,3.7161,3.3791
1.6580,-0.3961,2.2676,2.3318
1.6590,-0.5517,1.9827,1.3796
1.6600,-0.8210,0.9210,0.5094
1.6610,-0.7931,0.7219,1.0506
1.6620,-0.9150,1.0561,6.3380
1.6630,-0.4877,0.4807,5.4066
1.6640,-0.5864,0.3319,5.0883
1.6650,-0.5662,3.9820,3.6857
1.6660,0.0915,3.9904,3.0202
1.6670,0.3900,3.5555,2.8396
1.6680,0.4044,2.8364,9.6429
1.6690,0.2406,2.5634,7.8113
1.6700,0.8288,2.1812,7.1434
1.6710,0.5751,1.8065,5.1571
1.6720,0.6097,1.3626,4.7732
1.6730,0.7466,2.1334,3.9228
1.6740,0.4724,4.9138,7.7321
1.6750,0.6165,4.4478,6.4405
1.6760,0.2418,3.3473,5.0360
1.6770,0.3023,2.6202,4.3139
1.6780,0.2754,2.1240,3.8171
1.6790,-0.0713,0.9698,2.8685
1.6800,-0.1983,1.2854,4.3029
1.6810,-0.0751,0.4794,3.8057
1.6820,0.2052,0.6474,3.3130
1.6830,0.0026,4.2540,2.0192
1.6840,0.0242,3.4699,2.1528
1.6850,-0.1605,3.3209,2.0157
1.6860,-0.2009,1.9715,3.2972
1.6870,-0.3369,1.7562,3.0218
1.6880,-0.8371,0.5706,1.2357
1.6890,-0.5929,0.8956,0.8031
1.6900,-0.6166,0.8848,1.4084
1.6910,-0.5347,-0.0842,0.6432
1.6920,-0.5124,3.9704,5.5923
1.6930,-0.5158,3.1005,4.2046
1.6940,-0.4825,2.4206,3.1510
1.6950,-0.3578,2.3882,2.9995
1.6960,-0.8350,1.1369,1.4404
1.6970,-0.6132,1.1235,1.7576
1.6980,-0.3122,0.8574,7.9295
1.6990,-0.5476,0.9388,6.5476
1.7000,-0.0698,0.5612,5.3858
1.7010,0.0819,4.8120,4.8286
1.7020,0.3273,4.2831,3.4812
1.7030,0.4014,3.1779,3.2232
1.7040,0.6230,2.5920,9.3700
1.7050,0.4260,1.8760,8.0487
1.7060,0.5880,2.1510,6.4862
1.7070,0.9727,2.2160,6.0898
1.7080,0.6609,2.2496,4.3978
1.7090,0.0332,0.8480,2.7797
1.7100,0.2823,5.5029,5.9598
1.7110,0.2759,3.6422,4.6634
1.7120,0.3032,2.9285,4.6827
1.7130,0.1653,2.4593,3.5084
1.7140,0.4077,1.9920,3.0736
1.7150,0.5485,2.4296,2.1278
1.7160,-0.1574,0.7669,2.9449
1.7170,-0.6008,0.1618,2.1467
1.7180,-0.0986,0.5718,2.6041
1.7190,-0.0750,3.6290,1.4772
1.7200,-0.3529,3.4710,1.1829
1.7210,-0.5053,2.7811,0.7390
1.7220,-0.2324,2.3191,3.7426
1.7230,-0.3809,1.0913,2.7860
1.7240,-0.7404,0.5689,2.2990
1.7250,-0.5714,0.7896,0.9053
1.7260,-1.1600,-0.0496,1.3632
1.7270,-0.6632,0.1433,0.6851
1.7280,-0.6910,3.9392,6.3353
1.7290,-0.1658,2.8944,5.4899
1.7300,-0.9017,2.2274,3.9989
1.7310,-0.6252,1.7864,3.4178
1.7320,-0.5341,1.6859,2.8403
1.7330,0.3184,1.9243,2.1282
1.7340,0.0725,1.3727,9.2931
1.7350,0.1152,1.3628,7.6600
1.7360,0.6328,1.4740,7.2950
1.7370,-0.0136,4.5804,4.9295
1.7380,0.6468,4.4323,4.4328
1.7390,0.1570,3.0460,3.1987
1.7400,0.8149,3.1323,9.1143
1.7410,1.1032,3.5099,7.8505
1.7420,0.8495,2.1097,5.6355
1.7430,0.2155,1.8015,4.3244
1.7440,0.3288,1.4464,4.6612
1.7450,0.3567,0.7129,3.3918
1.7460,0.2506,4.4575,5.2619
1.7470,0.3766,3.9560,4.2292
1.7480,0.1719,3.6186,3.1457
1.7490,0.2769,2.6102,2.6763
1.7500,-0.0803,1.8009,1.9230
1.7510,-0.1609,1.9171,1.1067
1.7520,-0.0754,1.2088,2.7406
1.7530,0.0645,1.3033,2.4839
1.7540,-0.5259,-0.2656,2.1650
1.7550,-0.0365,4.5618,2.0544
1.7560,-0.9101,2.7889,0.7220
1.7570,-0.4457,2.6430,1.1418
1.7580,-0.4938,1.7715,4.8387
1.7590,-0.5707,1.5155,3.9107
1.7600,-0.5654,0.7717,3.3488
1.7610,-0.8144,0.6157,1.9639
1.7620,-0.4395,0.0196,2.3256
1.7630,-0.5485,0.9079,1.7790
1.7640,-0.6154,4.2184,7.2479
1.7650,-0.3710,3.5491,6.1160
1.7660,-0.1019,3.2427,5.6567
1.7670,0.2556,2.6616,5.1401
1.7680,0.4298,2.1590,4.1870
1.7690,0.5013,2.2106,3.4611
1.7700,0.6327,2.2243,10.0693
1.7710,0.5909,1.4432,8.4044
1.7720,0.8942,1.4212,6.8961
1.7730,0.5440,5.3345,5.5190
1.7740,0.3637,4.6602,4.2443
1.7750,0.7975,3.9975,3.7191
1.7760,0.8662,3.1679,7.4723
1.7770,0.6168,3.0694,6.3186
1.7780,0.6713,2.2196,4.3350
1.7790,0.2289,0.8436,4.3354
1.7800,-0.1208,0.8934,2.9971
1.7810,0.0490,1.8351,2.5612
1.7820,0.3797,4.6054,3.6853
1.7830,-0.0320,4.1716,2.4792
1.7840,-0.0682,3.3705,2.7751
1.7850,-0.3180,1.9781,2.2820
1.7860,-0.4338,1.2776,1.3430
1.7870,-0.1002,1.3155,0.6090
1.7880,0.1044,1.5322,3.6704
1.7890,-0.3328,0.8937,2.5331
1.7900,-0.7755,-0.3938,1.2552
1.7910,-0.4783,4.2192,1.7862
1.7920,-0.7982,2.8225,0.6905
1.7930,-0.6485,2.0792,0.9343
1.7940,-0.3640,1.6988,6.6937
1.7950,-0.7743,0.7541,4.2841
1.7960,-0.6710,1.4845,4.1484
1.7970,-0.4491,0.7677,2.7737
1.7980,-0.6611,-0.0177,1.9311
1.7990,-0.4029,0.2776,2.5481
1.8000,0.2134,4.3101,9.2132
1.8010,0.5085,4.1534,7.3389
1.8020,0.2861,3.3032,5.6458
1.8030,0.1741,2.8043,4.4720
1.8040,0.5358,2.5757,4.7355
1.8050,0.7991,2.0931,4.0690
1.8060,0.4967,1.7521,8.7909
1.8070,1.1096,1.8551,7.5260
1.8080,0.4157,1.3219,6.1201
1.8090,0.7465,5.4334,5.2556
1.8100,0.2532,4.4050,3.5447
1.8110,0.8920,3.8818,4.0694
1.8120,-0.1027,2.5074,5.0386
1.8130,-0.0419,2.0118,3.9406
1.8140,0.2405,1.6468,3.3223
1.8150,0.0611,1.9189,3.4732
1.8160,-0.4736,0.4981,2.3237
1.8170,-0.4633,0.1468,1.4416
1.8180,0.0256,4.2202,3.4415
1.8190,-0.1291,2.8808,3.3673
1.8200,-0.2282,2.7681,2.0567
1.8210,-0.5901,2.0960,1.1121
1.8220,-0.3581,1.7215,1.3159
1.8230,-0.7941,0.3115,0.5314
1.8240,-0.9039,0.8788,4.6355
1.8250,-0.8256,0.3533,2.8870
1.8260,-0.6439,0.0373,2.4495
1.8270,-0.3274,4.6042,2.6627
1.8280,-1.1052,2.0578,1.3706
1.8290,-0.6101,2.7149,1.0562
1.8300,-0.6963,1.5207,7.2962
1.8310,-0.7064,0.7612,5.9544
1.8320,-0.2752,1.3191,5.1891
1.8330,-0.0990,1.5635,4.4595
1.8340,0.4253,1.6567,4.2793
1.8350,0.4774,1.1980,3.4334
1.8360,0.4332,4.5291,9.8572
1.8370,0.3530,4.1315,7.7888
1.8380,0.8487,4.0251,7.2622
1.8390,0.8806,3.7238,6.5055
1.8400,0.6447,2.9049,4.8863
1.8410,0.0971,1.8469,3.6865
1.8420,0.8820,2.5456,7.3971
1.8430,0.3119,1.0924,5.1575
1.8440,0.4285,1.1902,5.0719
1.8450,0.4166,4.6888,4.5163
1.8460,0.2437,3.9283,3.0827
1.8470,0.2341,3.3898,2.8868
1.8480,0.0294,2.7101,4.1361
1.8490,0.1377,2.1934,3.4264
1.8500,-0.2338,1.1772,2.7919
1.8510,0.3353,1.2188,2.2412
1.8520,0.0801,0.7011,1.8589
1.8530,-0.0724,0.7880,1.1611
1.8540,-0.6701,3.6144,2.4669
1.8550,-0.4758,3.2956,2.4644
1.8560,-0.5273,2.3657,2.0528
1.8570,-0.4205,1.6598,1.7703
1.8580,-0.2877,1.6297,1.4319
1.8590,-0.4585,1.0377,1.4997
1.8600,-0.8851,0.3560,5.6521
1.8610,-0.7306,0.6745,4.1856
1.8620,-1.0968,-0.1449,3.1989
1.8630,-0.4206,3.5791,2.6636
1.8640,-0.1249,3.1960,3.0661
1.8650,-0.2304,2.4723,1.9332
1.8660,0.1361,3.1711,8.4095
1.8670,0.2161,2.1370,7.4346
1.8680,-0.1076,1.2304,6.1710
1.8690,0.0485,0.8168,4.4578
1.8700,0.7152,0.8621,5.1252
1.8710,0.8007,2.0760,4.1230
1.8720,1.3157,6.0249,9.0319
1.8730,0.5191,4.1503,7.4756
1.8740,0.8081,3.8857,6.9161
1.8750,0.6175,2.8008,5.3430
1.8760,0.8385,2.9050,4.9078
1.8770,0.4161,1.6072,3.5563
1.8780,0.1222,1.2040,5.4889
1.8790,0.4138,1.9436,4.7994
1.8800,0.4767,0.8263,3.9700
1.8810,0.2963,4.9187,3.1236
1.8820,0.0255,3.5454,2.2674
1.8830,-0.0490,2.2858,2.1251
1.8840,-0.0524,2.7021,3.5297
1.8850,-0.1877,1.6934,3.2528
1.8860,-0.2704,1.1663,1.9078
1.8870,-0.0778,0.9336,1.8622
1.8880,0.1446,0.8706,1.0220
1.8890,-0.1322,0.4673,0.8170
1.8900,-0.4186,4.2556,4.1999
1.8910,-0.3988,2.8785,2.8930
1.8920,-0.7024,1.8766,1.9797
1.8930,-0.3322,1.8722,1.5214
1.8940,-0.5748,1.6627,2.0356
1.8950,-1.1301,0.2544,0.5120
1.8960,-0.8652,0.2248,6.9884
1.8970,-0.5036,1.2232,6.4079
1.8980,-0.5808,0.0777,4.3448
1.8990,-0.1459,4.1410,4.1398
1.9000,-0.2376,3.2326,3.8675
1.9010,-0.0687,3.0166,2.9060
1.9020,0.3790,2.6758,9.5523
1.9030,0.8557,2.6531,9.2258
1.9040,0.7291,2.1445,7.1020
1.9050,0.7031,2.2594,5.7613
1.9060,0.8142,2.1764,5.0832
1.9070,0.7820,1.4256,3.7617
1.9080,0.4250,5.0610,8.0086
1.9090,0.9205,4.5615,6.3178
1.9100,0.2465,3.4765,4.9193
1.9110,-0.0403,2.2312,3.5141
1.9120,0.4264,2.3168,3.8400
1.9130,0.2589,2.1453,2.7344
1.9140,0.5755,2.0885,5.2767
1.9150,-0.2643,0.5756,3.3796
1.9160,-0.5388,0.0815,2.5869
1.9170,-0.2185,4.2358,1.8522
1.9180,-0.2772,3.5583,1.9147
1.9190,-0.2927,2.4905,1.4484
1.9200,-0.0259,2.3296,3.7028
1.9210,-0.3275,1.4870,2.7423
1.9220,0.0160,1.3511,2.4177
1.9230,-0.3613,0.5748,1.0255
1.9240,-0.4074,0.7878,1.0736
1.9250,-0.6285,-0.0627,-0.4102
1.9260,-0.4831,4.1467,5.2217
1.9270,-1.2673,1.7919,3.2933
1.9280,-0.7054,2.2920,3.3945
1.9290,-0.7250,1.2736,1.9795
1.9300,-0.5379,1.4666,2.3761
1.9310,-0.2154,1.7209,1.5668
1.9320,0.1144,1.5509,8.8907
1.9330,-0.1599,0.8452,7.0451
1.9340,-0.0216,0.5725,5.6640
1.9350,0.3655,4.6543,5.6294
1.9360,0.8341,4.5547,4.6825
1.9370,0.6891,4.2492,3.7639
1.9380,0.6069,2.9283,9.8965
1.9390,0.9609,2.7654,8.0522
1.9400,0.5166,2.2857,5.7244
1.9410,0.5414,1.8079,4.8553
1.9420,0.8004,1.8761,4.2744
1.9430,0.1242,0.5559,3.1154
1.9440,-0.3043,4.0081,5.8861
1.9450,0.2023,3.7276,5.2555
1.9460,-0.0365,2.8683,4.0025
1.9470,0.1412,3.0548,3.6162
1.9480,0.4364,2.2937,2.7158
1.9490,-0.1250,1.1263,1.5916
1.9500,-0.1520,2.2336,2.9665
1.9510,-0.2397,0.7367,1.8703
1.9520,0.1438,0.9248,2.8570
1.9530,-0.5594,3.9143,1.0214
1.9540,-0.0419,3.1919,1.6478
1.9550,-0.3930,2.6542,0.6656
1.9560,-0.0401,3.0860,4.3655
1.9570,-0.7675,1.0995,2.5484
1.9580,-0.6138,0.4385,1.9921
1.9590,-0.4932,0.9257,1.9952
1.9600,-0.5968,0.2422,1.4061
1.9610,-0.8662,0.6801,0.7907
1.9620,-0.6639,3.9050,7.6826
1.9630,-0.8758,2.7533,5.5075
1.9640,-0.0096,2.7676,4.9589
1.9650,-0.1473,1.9312,3.3323
1.9660,-0.0163,2.0004,2.7786
1.9670,0.0590,1.4517,3.0619
1.9680,-0.5398,0.6219,8.4473
1.9690,0.5989,2.5031,8.8364
1.9700,0.5997,1.1782,7.1526
1.9710,1.0147,5.3628,6.0350
1.9720,0.7500,4.5561,5.4041
1.9730,0.7312,4.0429,4.1796
1.9740,0.7766,3.1403,8.2947
1.9750,0.4397,2.5642,6.6901
1.9760,1.0505,2.8891,6.6224
1.9770,0.2400,1.5546,4.3142
1.9780,0.3198,1.0692,4.0442
1.9790,0.8190,1.5069,3.1206
1.9800,0.2146,1.3232,2.7685
1.9810,-0.1767,-0.0092,1.8876
1.9820,-0.2542,-0.1423,1.0290
1.9830,-0.1249,0.0521,1.3870
1.9840,-0.1160,0.1005,0.7151
1.9850,-0.3155,0.0845,1.0099
1.9860,-0.2333,-0.0336,0.8632
1.9870,-0.1848,-0.1791,0.1946
1.9880,-0.1686,0.1020,-0.1333
1.9890,-0.4321,0.2857,0.0091
1.9900,-0.1637,0.1135,0.5254
1.9910,-0.4892,-0.3708,-0.4597
1.9920,-0.8215,-1.0870,-0.9038
1.9930,-0.4362,-0.3904,-0.7327
1.9940,-0.5516,-0.7643,-0.8710
1.9950,-0.6415,-0.4950,-0.6920
1.9960,-0.7634,-0.6177,-0.5565
1.9970,-0.4741,-0.7053,-0.4851
1.9980,-0.1602,0.1976,-0.7378
1.9990,-0.5260,-0.4713,-0.8915
