udi,air_temp_k,process_temp_k,rot_speed_rpm,torque_nm,tool_wear_min,machine_failure,twf,hdf,pwf,osf
2562,302.99,312.17,1371.0,40.53,242.8,1,1,0,0,0
2563,302.19,314.13,1385.7,32.60,183.3,0,0,0,0,0
2564,300.64,310.51,1646.3,39.05,93.8,0,0,0,0,0
2565,299.16,307.81,1515.1,33.27,54.9,0,0,0,0,0
2566,300.89,311.29,1385.7,45.40,113.7,0,0,0,0,0
2567,300.51,309.14,1577.7,42.40,49.0,0,0,0,0,0
2568,299.93,309.62,1236.7,43.67,1.8,0,0,0,0,0
2569,295.54,303.98,1519.2,40.64,192.5,0,0,0,0,0
2570,302.32,311.80,1471.7,47.34,137.0,0,0,0,0,0
2571,301.61,311.35,1607.1,35.06,141.6,0,0,0,0,0
2572,304.47,314.00,1647.8,28.16,236.9,0,0,0,0,0
2573,297.92,307.86,1765.1,35.94,174.5,0,0,0,0,0
2574,296.69,307.11,1596.2,45.19,30.9,0,0,0,0,0
2575,300.09,311.89,1564.6,28.59,40.6,0,0,0,0,0
2576,300.68,311.95,1737.7,34.68,186.6,0,0,0,0,0
2577,302.52,313.54,1383.7,49.50,183.1,0,0,0,0,0
2578,301.11,311.98,1280.5,55.26,67.3,0,0,0,0,0
2579,299.57,309.96,1411.0,39.01,63.3,0,0,0,0,0
2580,296.69,306.61,1312.5,50.00,176.4,0,0,0,0,0
2581,301.01,313.01,1311.9,47.95,152.6,0,0,0,0,0
2582,301.19,311.48,1420.2,42.72,117.8,0,0,0,0,0
2583,298.91,308.19,1668.6,33.69,6.7,0,0,0,0,0
2584,297.93,307.72,1639.8,38.89,222.1,0,0,0,0,0
2585,299.38,310.21,1461.7,52.11,130.8,0,0,0,0,0
2586,302.00,311.81,1696.2,34.95,96.2,0,0,0,0,0
2587,297.80,307.19,1456.9,40.43,242.9,0,0,0,0,0
2588,301.79,308.74,1404.9,41.54,81.8,0,0,0,0,0
2589,301.18,310.06,1669.0,32.44,97.0,0,0,0,0,0
2590,303.90,314.25,1366.5,49.10,205.7,0,0,0,0,0
2591,303.14,313.17,1607.7,31.20,189.1,0,0,0,0,0
2592,298.20,307.18,1656.2,35.78,69.1,0,0,0,0,0
2593,298.15,308.98,1752.1,36.32,24.3,0,0,0,0,0
2594,301.30,310.47,1531.8,39.76,170.6,0,0,0,0,0
2595,301.20,312.82,1582.4,37.37,135.5,0,0,0,0,0
2596,299.71,309.29,1461.8,43.34,164.4,0,0,0,0,0
2597,295.74,304.87,1633.8,44.64,43.7,0,0,0,0,0
2598,298.26,308.67,1478.0,33.62,187.0,0,0,0,0,0
2599,302.99,312.53,1586.9,38.56,72.8,0,0,0,0,0
2600,300.44,311.51,1443.0,33.31,19.9,0,0,0,0,0
2601,295.07,306.64,1421.2,49.65,73.4,0,0,0,0,0
2602,295.65,305.50,1447.4,49.71,161.9,0,0,0,0,0
2603,299.65,309.87,1479.7,45.58,160.8,0,0,0,0,0
2604,301.29,310.78,1390.1,40.66,50.3,0,0,0,0,0
2605,300.20,309.82,1626.4,37.62,36.2,0,0,0,0,0
2606,298.03,308.07,1480.5,39.32,229.2,0,0,0,0,0
2607,297.68,307.65,1773.7,24.85,226.9,0,0,0,0,0
2608,299.78,311.16,1201.9,52.19,24.8,0,0,0,0,0
2609,299.01,309.50,1442.4,47.30,138.8,0,0,0,0,0
2610,298.80,307.52,1418.9,46.51,202.4,0,0,0,0,0
2611,300.71,309.84,1732.5,44.45,31.4,0,0,0,0,0
2612,302.12,312.69,1597.5,29.10,195.3,0,0,0,0,0
2613,297.43,308.86,1247.9,45.33,0.3,0,0,0,0,0
2614,303.67,315.17,1524.0,34.72,27.3,0,0,0,0,0
2615,299.72,307.87,1623.6,33.34,62.2,0,0,0,0,0
2616,300.36,310.60,1556.4,24.17,205.5,0,0,0,0,0
2617,299.44,311.00,1632.2,38.05,107.4,0,0,0,0,0
2618,297.42,308.02,1367.4,48.70,219.4,0,0,0,0,0
2619,299.73,309.66,1454.1,40.33,14.4,0,0,0,0,0
2620,303.51,314.84,1319.6,42.59,90.5,0,0,0,0,0
2621,300.00,311.42,1423.0,35.61,201.1,0,0,0,0,0
2622,298.88,310.87,1625.7,36.08,84.5,0,0,0,0,0
2623,300.07,310.53,1446.9,44.08,75.0,0,0,0,0,0
2624,301.43,310.73,1369.7,44.96,108.1,0,0,0,0,0
2625,299.08,309.10,1689.8,48.14,103.7,0,0,0,0,0
2626,302.27,311.71,1478.2,43.12,162.4,0,0,0,0,0
2627,300.89,310.85,1614.1,38.79,179.8,0,0,0,0,0
2628,300.50,310.02,1522.7,46.47,204.0,0,0,0,0,0
2629,299.11,306.57,1558.9,36.60,237.2,0,0,0,0,0
2630,299.69,310.96,1338.7,42.76,8.0,0,0,0,0,0
2631,300.00,312.12,1481.2,34.61,240.1,0,0,0,0,0
2632,301.02,309.43,1518.2,38.58,48.1,0,0,0,0,0
2633,301.21,309.37,1436.7,43.21,237.6,0,0,0,0,0
2634,301.29,311.51,1579.7,41.39,24.5,0,0,0,0,0
2635,300.25,309.29,1524.8,44.26,102.4,0,0,0,0,0
2636,301.80,310.69,1451.8,43.95,136.3,0,0,0,0,0
2637,298.56,307.47,1432.0,55.08,56.2,0,0,0,0,0
2638,298.76,308.42,1787.5,31.71,193.9,0,0,0,0,0
2639,301.18,311.40,1235.8,62.72,52.7,0,0,0,0,0
2640,299.20,308.06,1150.0,56.42,241.6,1,0,0,0,1
2641,300.97,311.93,1520.1,39.71,73.6,0,0,0,0,0
2642,301.44,310.77,1618.4,29.62,170.9,0,0,0,0,0
2643,302.06,312.32,1488.8,39.63,89.4,0,0,0,0,0
2644,299.36,309.13,1531.8,31.44,40.3,0,0,0,0,0
2645,300.62,307.82,1931.2,29.56,155.6,0,0,0,0,0
2646,301.18,312.17,1727.6,27.85,148.4,0,0,0,0,0
2647,301.64,311.23,1537.7,44.80,226.3,0,0,0,0,0
2648,298.01,309.49,1609.3,42.74,53.5,0,0,0,0,0
2649,303.31,313.11,1469.1,39.72,134.9,0,0,0,0,0
2650,296.06,305.36,1398.3,44.96,201.8,0,0,0,0,0
2651,299.71,307.54,1218.9,55.60,39.3,1,0,1,0,0
2652,299.15,309.57,1407.9,41.55,86.4,0,0,0,0,0
2653,298.99,308.68,1325.3,41.32,4.4,0,0,0,0,0
2654,299.35,309.03,1573.2,32.21,89.5,0,0,0,0,0
2655,300.07,309.07,1554.1,36.97,182.8,0,0,0,0,0
2656,301.53,311.08,1712.6,25.07,56.6,0,0,0,0,0
2657,303.20,314.11,1559.0,38.17,5.9,0,0,0,0,0
2658,295.10,306.88,1287.9,48.55,104.4,0,0,0,0,0
2659,301.58,311.72,1238.3,51.41,8.3,0,0,0,0,0
2660,298.82,308.82,1529.6,43.70,35.5,0,0,0,0,0
2661,299.55,311.74,1398.6,45.26,185.4,0,0,0,0,0
2662,303.02,314.15,1498.8,34.51,83.1,0,0,0,0,0
2663,299.53,308.99,1594.6,30.43,119.2,0,0,0,0,0
2664,300.85,309.94,1521.3,49.76,96.5,0,0,0,0,0
2665,301.63,311.18,1459.5,36.14,58.6,0,0,0,0,0
2666,300.58,311.90,1834.2,27.76,217.2,0,0,0,0,0
2667,302.19,312.82,1198.9,61.73,47.7,0,0,0,0,0
2668,300.87,310.04,1488.7,43.88,143.1,0,0,0,0,0
2669,299.71,308.47,1716.9,27.17,165.1,0,0,0,0,0
2670,302.70,312.27,1349.4,39.99,134.3,0,0,0,0,0
2671,300.76,312.84,1638.0,37.49,149.4,0,0,0,0,0
2672,299.63,311.31,1639.9,41.89,193.7,0,0,0,0,0
2673,299.23,309.31,1401.4,41.08,21.0,0,0,0,0,0
2674,297.89,308.15,1650.4,37.12,95.4,0,0,0,0,0
2675,302.07,311.17,1248.0,52.60,88.1,0,0,0,0,0
2676,302.81,311.92,1867.7,33.99,184.4,0,0,0,0,0
2677,303.01,313.54,1747.6,24.39,167.9,0,0,0,0,0
2678,299.71,308.62,1472.7,33.33,209.9,0,0,0,0,0
2679,302.39,311.77,1484.3,40.03,234.1,0,0,0,0,0
2680,297.54,308.42,1637.5,29.58,114.0,0,0,0,0,0
2681,299.00,307.29,1686.1,34.23,63.4,0,0,0,0,0
2682,299.13,309.20,1448.8,45.65,241.0,1,1,0,0,1
2683,297.42,307.13,1200.4,52.58,142.1,0,0,0,0,0
2684,302.96,314.43,1718.3,24.17,227.0,1,1,0,0,0
2685,300.17,310.91,1490.9,47.62,113.9,0,0,0,0,0
2686,303.01,314.13,1487.5,46.61,81.7,0,0,0,0,0
2687,303.06,312.67,1343.4,35.10,200.0,0,0,0,0,0
2688,303.96,313.53,1614.3,32.09,169.1,0,0,0,0,0
2689,302.95,312.35,1314.6,47.04,195.0,0,0,0,0,0
2690,301.02,311.11,1691.2,29.01,158.2,0,0,0,0,0
2691,296.50,309.12,1473.3,52.43,208.7,0,0,0,0,0
2692,299.32,308.71,1150.0,56.33,50.8,0,0,0,0,0
2693,300.53,309.47,1697.0,25.82,202.4,0,0,0,0,0
2694,302.68,312.02,1802.8,26.28,33.3,0,0,0,0,0
2695,298.99,308.36,1603.0,30.87,208.1,0,0,0,0,0
2696,299.78,309.09,1230.8,54.57,104.2,0,0,0,0,0
2697,302.22,311.71,1605.1,43.61,208.3,0,0,0,0,0
2698,297.48,308.61,1897.3,33.60,176.2,0,0,0,0,0
2699,299.46,309.41,1706.9,33.15,164.7,0,0,0,0,0
2700,300.98,310.06,1632.4,35.85,167.8,0,0,0,0,0
2701,302.17,310.11,1532.6,33.61,231.5,0,0,0,0,0
2702,300.36,309.74,1522.6,54.52,60.8,0,0,0,0,0
2703,302.92,313.08,1581.7,43.95,66.1,0,0,0,0,0
2704,297.87,307.68,1690.8,25.49,143.4,0,0,0,0,0
2705,296.18,304.45,1364.4,34.52,86.2,1,0,1,0,0
2706,301.26,307.87,1490.3,52.02,16.2,0,0,0,0,0
2707,301.15,310.37,1729.2,41.19,191.8,0,0,0,0,0
2708,296.41,307.00,1596.0,37.21,109.8,0,0,0,0,0
2709,298.58,309.17,2110.2,10.76,199.9,1,0,0,1,0
2710,298.71,311.06,1194.5,56.04,174.0,0,0,0,0,0
2711,297.90,309.31,1754.0,35.75,22.7,0,0,0,0,0
2712,302.72,311.81,1512.5,51.64,206.0,0,0,0,0,0
2713,295.89,307.21,1150.0,57.20,189.8,0,0,0,0,0
2714,301.61,310.39,1404.6,42.25,58.3,0,0,0,0,0
2715,302.87,314.34,1658.0,44.27,145.0,0,0,0,0,0
2716,299.73,310.23,1587.9,41.98,227.4,0,0,0,0,0
2717,301.47,312.48,1388.6,57.49,89.8,0,0,0,0,0
2718,297.78,307.86,1347.7,52.90,152.1,0,0,0,0,0
2719,301.37,311.48,1615.9,41.25,0.8,0,0,0,0,0
2720,298.06,306.67,1466.2,46.26,53.1,0,0,0,0,0
2721,303.11,311.88,1249.7,42.61,125.2,0,0,0,0,0
2722,301.81,311.47,1710.4,38.07,209.5,0,0,0,0,0
2723,299.73,309.33,1524.6,48.33,11.6,0,0,0,0,0
2724,297.19,307.36,1515.6,37.57,43.3,0,0,0,0,0
2725,301.98,311.22,1281.2,49.66,68.4,0,0,0,0,0
2726,299.00,309.96,1617.4,34.86,49.3,0,0,0,0,0
2727,300.62,311.09,1460.4,53.60,67.9,0,0,0,0,0
2728,299.54,309.85,1337.3,57.32,11.2,0,0,0,0,0
2729,300.76,309.89,1469.0,34.71,151.0,0,0,0,0,0
2730,299.11,308.54,1594.5,31.73,121.2,0,0,0,0,0
2731,295.94,305.73,2082.0,19.85,82.6,0,0,0,0,0
2732,299.97,310.21,1658.4,24.57,169.4,0,0,0,0,0
2733,302.55,312.64,1204.8,49.15,49.9,0,0,0,0,0
2734,300.86,312.12,1225.7,54.73,32.0,0,0,0,0,0
2735,298.61,309.47,1667.7,39.44,24.6,0,0,0,0,0
2736,298.05,309.17,1880.8,24.64,1.9,0,0,0,0,0
2737,299.15,307.69,1286.2,52.47,65.6,1,0,1,0,0
2738,301.34,311.90,1328.1,46.89,115.1,0,0,0,0,0
2739,296.95,307.38,1894.8,28.42,149.1,0,0,0,0,0
2740,303.26,314.50,1400.2,36.30,216.5,1,1,0,0,0
2741,298.71,308.18,1546.3,41.41,90.6,0,0,0,0,0
2742,299.36,309.23,1756.8,36.94,223.4,1,1,0,0,0
2743,303.42,314.32,1159.5,61.14,94.2,0,0,0,0,0
2744,299.24,309.90,1809.0,41.34,157.0,0,0,0,0,0
2745,299.33,307.87,1465.5,45.84,161.4,0,0,0,0,0
2746,297.55,308.65,1925.4,19.77,55.5,0,0,0,0,0
2747,297.68,307.49,1663.8,39.02,193.9,0,0,0,0,0
2748,303.81,313.78,1364.2,47.95,65.2,0,0,0,0,0
2749,301.09,311.39,1692.5,32.73,188.4,0,0,0,0,0
2750,301.27,312.71,1758.7,34.59,223.0,1,1,0,0,0
2751,299.93,311.69,1496.4,39.60,173.0,0,0,0,0,0
2752,293.88,303.26,1743.5,33.00,3.9,0,0,0,0,0
2753,304.66,313.23,1566.6,46.65,201.9,0,0,0,0,0
2754,296.59,307.28,1732.8,34.50,38.8,0,0,0,0,0
2755,299.68,309.38,1203.1,51.04,116.8,0,0,0,0,0
2756,298.65,308.97,1483.5,39.33,92.5,0,0,0,0,0
2757,301.38,312.79,1393.4,41.04,182.7,0,0,0,0,0
2758,298.36,308.74,1716.4,30.42,118.7,0,0,0,0,0
2759,298.81,308.91,1854.5,30.46,98.2,0,0,0,0,0
2760,299.81,311.31,1329.8,42.81,239.3,0,0,0,0,0
2761,301.80,312.01,1808.1,32.35,7.4,0,0,0,0,0
2762,299.39,307.77,1560.6,41.56,234.5,0,0,0,0,0
2763,299.02,308.69,1280.3,50.18,71.1,0,0,0,0,0
2764,296.49,307.19,1609.3,45.99,187.8,0,0,0,0,0
2765,296.54,306.25,1876.3,25.06,103.2,0,0,0,0,0
2766,297.12,304.94,1347.7,44.78,110.2,1,0,1,0,0
2767,299.11,307.99,1775.4,29.47,214.8,0,0,0,0,0
2768,301.24,310.03,1314.6,48.74,126.1,0,0,0,0,0
2769,298.19,310.15,1671.6,43.23,198.8,0,0,0,0,0
2770,302.03,312.82,1376.0,45.51,146.0,0,0,0,0,0
2771,302.43,313.74,1599.4,41.86,105.7,0,0,0,0,0
2772,299.58,307.19,1478.5,57.20,229.0,1,0,0,0,1
2773,302.23,311.42,1483.5,44.48,145.5,0,0,0,0,0
2774,298.89,310.26,1296.7,43.20,100.7,0,0,0,0,0
2775,295.43,304.91,1445.8,43.65,188.5,0,0,0,0,0
2776,302.81,312.57,1247.7,51.85,80.3,0,0,0,0,0
2777,298.35,309.19,1816.9,30.09,230.1,1,1,0,0,0
2778,303.04,312.22,1574.8,41.22,239.6,0,0,0,0,0
2779,298.20,307.89,1375.6,45.61,219.8,1,1,0,0,0
2780,295.50,305.01,1705.3,39.85,58.1,0,0,0,0,0
2781,300.40,311.92,1429.6,38.53,172.6,0,0,0,0,0
2782,296.24,306.95,1150.0,54.80,33.2,0,0,0,0,0
2783,301.49,312.68,1213.2,44.59,232.4,0,0,0,0,0
2784,297.39,306.95,1543.5,44.20,151.1,0,0,0,0,0
2785,299.47,310.15,1813.7,24.58,4.8,0,0,0,0,0
2786,302.87,311.77,1496.3,42.23,25.2,0,0,0,0,0
2787,298.60,308.06,1536.9,41.00,165.8,0,0,0,0,0
2788,301.66,311.40,1627.5,47.60,102.4,0,0,0,0,0
2789,301.95,312.63,1275.6,54.44,82.9,0,0,0,0,0
2790,298.57,308.41,1559.4,29.62,43.9,0,0,0,0,0
2791,300.20,310.22,1667.6,29.23,4.0,0,0,0,0,0
2792,302.23,312.90,1499.5,51.05,206.8,0,0,0,0,0
2793,299.91,309.45,1593.7,32.10,232.7,0,0,0,0,0
2794,302.09,314.36,1580.0,33.65,228.3,0,0,0,0,0
2795,302.69,312.56,1538.3,38.52,178.3,0,0,0,0,0
2796,301.99,310.59,1452.5,49.05,40.1,0,0,0,0,0
2797,301.76,311.83,1567.8,31.78,43.1,0,0,0,0,0
2798,302.35,312.12,1226.9,53.76,177.5,0,0,0,0,0
2799,298.56,310.71,1534.0,36.25,119.5,0,0,0,0,0
2800,300.21,309.60,1853.2,24.20,101.2,0,0,0,0,0
2801,298.15,308.95,1897.3,21.98,195.9,0,0,0,0,0
2802,299.37,307.17,1726.6,34.26,87.7,0,0,0,0,0
2803,299.15,309.78,1497.0,38.29,1.5,0,0,0,0,0
2804,301.49,312.46,1708.6,39.01,10.0,0,0,0,0,0
2805,299.35,308.90,1765.0,26.06,94.8,0,0,0,0,0
2806,301.87,314.00,1552.0,34.60,220.0,0,0,0,0,0
2807,294.56,304.44,1242.2,45.39,243.4,1,0,0,0,1
2808,303.35,313.76,1751.7,30.52,122.8,0,0,0,0,0
2809,298.80,307.73,1711.3,35.60,135.9,0,0,0,0,0
2810,295.91,304.92,1766.0,25.53,33.4,0,0,0,0,0
2811,301.23,311.61,1504.1,58.35,142.6,1,0,0,1,0
2812,301.62,309.54,1464.9,47.17,86.5,0,0,0,0,0
2813,301.19,311.55,1264.0,32.89,126.5,0,0,0,0,0
2814,303.92,314.23,1302.1,52.28,24.1,0,0,0,0,0
2815,299.69,310.72,1290.4,52.99,33.0,0,0,0,0,0
2816,299.81,310.03,1814.4,30.08,86.6,0,0,0,0,0
2817,300.22,310.27,1305.4,56.09,128.0,0,0,0,0,0
2818,297.86,305.91,1605.6,37.88,201.5,0,0,0,0,0
2819,298.03,307.48,1626.8,31.14,238.4,1,1,0,0,0
2820,302.47,310.95,1464.0,41.25,223.8,0,0,0,0,0
2821,300.74,310.41,1807.8,43.71,186.8,0,0,0,0,0
2822,298.80,309.07,1690.3,34.81,35.9,0,0,0,0,0
2823,300.28,310.40,1343.8,54.50,34.7,0,0,0,0,0
2824,302.05,314.01,1626.6,35.71,126.7,0,0,0,0,0
2825,298.89,307.96,1447.9,48.62,11.7,0,0,0,0,0
2826,299.81,309.99,1510.6,49.37,215.3,1,1,0,0,0
2827,301.77,311.11,1244.1,45.38,37.4,0,0,0,0,0
2828,302.11,312.23,1515.0,40.59,1.0,0,0,0,0,0
2829,295.10,304.67,1749.4,25.84,31.8,0,0,0,0,0
2830,297.79,308.59,1753.5,23.43,225.6,0,0,0,0,0
2831,302.28,313.85,1264.4,52.06,177.0,0,0,0,0,0
2832,297.95,306.33,1556.4,43.09,119.0,0,0,0,0,0
2833,300.00,309.81,1483.7,41.77,214.9,1,1,0,0,0
2834,303.37,313.99,1772.1,30.41,78.3,0,0,0,0,0
2835,301.11,307.64,1380.5,37.12,209.8,0,0,0,0,0
2836,300.51,308.14,1576.7,38.83,117.7,0,0,0,0,0
2837,300.50,311.44,1485.5,41.56,43.6,0,0,0,0,0
2838,300.00,310.68,1150.0,59.45,30.2,0,0,0,0,0
2839,300.57,309.58,1746.6,28.59,126.8,0,0,0,0,0
2840,302.39,312.53,1456.6,39.46,139.8,0,0,0,0,0
2841,297.31,305.11,1787.3,34.37,107.7,0,0,0,0,0
2842,299.75,310.29,1427.8,35.34,204.4,0,0,0,0,0
2843,300.43,311.92,1392.0,45.45,184.1,0,0,0,0,0
2844,300.99,311.56,1571.9,35.25,178.3,0,0,0,0,0
2845,300.36,310.93,1548.8,42.75,109.7,0,0,0,0,0
2846,299.06,309.25,1195.2,50.62,98.4,0,0,0,0,0
2847,303.10,313.13,1732.2,26.96,111.3,0,0,0,0,0
2848,301.74,311.45,1236.8,47.52,224.8,0,0,0,0,0
2849,300.45,311.38,1298.2,29.37,25.9,0,0,0,0,0
2850,300.83,312.39,1370.4,42.78,198.1,0,0,0,0,0
2851,303.89,314.09,1569.4,25.87,225.6,1,1,0,0,0
2852,300.42,309.75,1331.1,54.07,44.2,0,0,0,0,0
2853,300.91,311.43,1829.2,30.99,77.5,0,0,0,0,0
2854,298.12,306.86,1311.1,39.04,45.6,0,0,0,0,0
2855,301.52,314.34,1696.0,37.26,55.5,0,0,0,0,0
2856,300.03,310.63,1705.2,33.67,50.3,0,0,0,0,0
2857,297.61,309.15,1507.5,37.21,241.9,1,1,0,0,0
2858,304.70,315.80,1569.7,33.33,50.3,0,0,0,0,0
2859,299.67,309.03,1787.9,32.70,235.9,0,0,0,0,0
2860,301.66,312.86,1533.7,42.98,92.3,0,0,0,0,0
2861,298.25,308.59,1708.6,31.38,62.6,0,0,0,0,0
2862,303.48,312.44,1583.6,37.65,104.2,0,0,0,0,0
2863,301.37,312.61,1190.2,53.82,65.1,0,0,0,0,0
2864,297.54,308.28,1345.7,39.60,155.7,0,0,0,0,0
2865,298.61,310.71,1694.3,31.89,97.9,0,0,0,0,0
2866,296.89,307.67,1427.0,36.53,28.3,0,0,0,0,0
2867,298.97,308.89,1319.6,54.06,178.3,0,0,0,0,0
2868,304.46,316.20,1443.7,43.95,242.7,0,0,0,0,0
2869,295.13,306.07,1524.4,42.33,36.3,0,0,0,0,0
2870,295.60,304.85,1725.5,33.84,195.1,0,0,0,0,0
2871,298.17,309.30,1571.1,28.71,192.4,0,0,0,0,0
2872,299.25,309.27,1599.3,40.02,47.5,0,0,0,0,0
2873,300.08,309.76,1591.5,24.41,44.1,0,0,0,0,0
2874,297.42,308.40,1618.5,22.78,126.1,0,0,0,0,0
2875,301.34,310.61,1582.8,38.98,237.5,0,0,0,0,0
2876,299.88,310.23,1567.6,45.20,200.8,0,0,0,0,0
2877,297.10,307.47,1276.5,59.45,191.1,1,0,0,0,1
2878,300.88,310.97,1463.7,48.04,79.5,0,0,0,0,0
2879,300.39,310.49,1634.7,34.98,50.3,0,0,0,0,0
2880,299.82,310.04,1777.1,37.67,14.4,0,0,0,0,0
2881,296.81,307.66,1430.6,51.88,61.0,0,0,0,0,0
2882,300.15,310.95,1605.1,41.72,162.0,0,0,0,0,0
2883,298.03,308.09,1397.7,31.98,191.2,0,0,0,0,0
2884,297.31,307.64,1246.9,57.86,25.0,0,0,0,0,0
2885,299.74,308.85,1559.8,23.45,206.7,0,0,0,0,0
2886,299.24,311.12,1417.6,42.37,61.9,0,0,0,0,0
2887,301.89,312.75,1432.0,56.85,150.6,0,0,0,0,0
2888,299.67,309.43,1753.2,35.17,146.7,0,0,0,0,0
2889,306.02,316.02,1230.0,49.47,66.5,0,0,0,0,0
2890,305.33,315.22,1520.4,49.63,244.8,1,1,0,0,1
2891,298.18,308.82,1441.8,45.60,199.4,0,0,0,0,0
2892,297.75,307.18,1530.1,43.05,213.7,0,0,0,0,0
2893,301.34,309.62,1593.1,41.12,150.9,0,0,0,0,0
2894,299.21,308.49,1454.5,44.02,33.2,0,0,0,0,0
2895,301.23,310.14,1487.6,50.97,214.0,1,1,0,0,0
2896,297.03,306.50,1286.2,50.20,81.6,0,0,0,0,0
2897,301.39,312.60,1249.3,43.56,82.5,0,0,0,0,0
2898,301.18,310.74,1405.1,37.98,51.7,0,0,0,0,0
2899,299.65,309.67,1428.3,38.20,216.1,1,1,0,0,0
2900,301.13,310.58,1849.6,30.95,79.0,0,0,0,0,0
2901,297.93,309.25,1779.9,33.49,144.3,0,0,0,0,0
2902,299.33,310.30,1619.2,33.73,104.4,0,0,0,0,0
2903,298.47,308.76,1525.6,41.85,244.3,0,0,0,0,0
2904,301.67,311.18,1467.3,47.53,37.0,0,0,0,0,0
2905,297.63,307.63,1467.7,43.40,120.4,0,0,0,0,0
2906,297.13,305.96,1493.2,35.79,134.9,0,0,0,0,0
2907,298.81,311.55,1596.8,37.92,184.7,0,0,0,0,0
2908,303.47,313.61,1549.5,51.99,38.2,0,0,0,0,0
2909,298.84,308.46,1383.0,46.52,154.7,0,0,0,0,0
2910,299.35,308.74,1379.2,43.63,187.0,0,0,0,0,0
2911,298.08,308.47,1504.0,39.81,171.8,0,0,0,0,0
2912,301.75,312.35,1733.5,26.47,140.9,0,0,0,0,0
2913,298.85,308.34,1848.8,20.03,211.0,0,0,0,0,0
2914,298.11,309.38,1481.3,42.09,76.5,0,0,0,0,0
2915,300.89,310.54,1663.5,44.68,110.8,0,0,0,0,0
2916,299.27,307.81,1539.0,32.12,89.1,0,0,0,0,0
2917,298.22,306.53,1808.4,43.05,115.7,0,0,0,0,0
2918,300.46,310.68,1759.8,38.15,24.0,0,0,0,0,0
2919,301.10,311.13,1343.5,40.87,218.8,0,0,0,0,0
2920,301.62,310.36,1727.8,33.28,50.7,0,0,0,0,0
2921,300.20,311.64,1628.1,31.20,197.8,0,0,0,0,0
2922,301.78,310.54,1709.1,39.39,15.5,0,0,0,0,0
2923,298.71,308.66,1637.1,38.32,139.0,0,0,0,0,0
2924,300.80,309.81,1818.3,26.35,31.0,0,0,0,0,0
2925,297.50,309.40,1706.9,34.49,25.9,0,0,0,0,0
2926,296.67,308.74,1516.4,45.66,205.2,0,0,0,0,0
2927,299.09,310.42,1418.0,48.09,195.7,0,0,0,0,0
2928,300.95,309.72,1275.3,57.06,46.7,0,0,0,0,0
2929,300.14,310.63,1738.1,29.17,242.2,0,0,0,0,0
2930,298.78,309.39,1706.0,27.95,153.8,0,0,0,0,0
2931,296.25,306.69,1256.4,47.88,147.6,0,0,0,0,0
2932,298.64,307.86,1710.0,40.22,178.1,0,0,0,0,0
2933,302.39,314.32,1602.7,38.98,114.1,0,0,0,0,0
2934,301.67,312.26,1299.3,41.67,12.4,0,0,0,0,0
2935,299.95,309.96,1470.6,36.39,192.4,0,0,0,0,0
2936,300.39,309.09,1648.9,33.87,14.5,0,0,0,0,0
2937,298.71,309.01,1583.2,37.83,50.7,0,0,0,0,0
2938,301.07,312.73,1432.1,34.60,98.7,0,0,0,0,0
2939,300.74,311.96,1476.8,47.98,185.3,0,0,0,0,0
2940,297.00,305.43,1697.8,33.37,34.7,0,0,0,0,0
2941,298.41,307.04,1379.5,52.04,232.9,1,1,0,0,1
2942,303.58,314.07,1379.8,35.38,136.2,0,0,0,0,0
2943,300.54,309.56,1924.5,32.98,243.2,0,0,0,0,0
2944,302.14,311.42,1368.6,46.17,215.6,0,0,0,0,0
2945,300.64,310.23,1827.9,30.82,107.5,0,0,0,0,0
2946,298.03,307.63,1380.4,51.07,40.5,0,0,0,0,0
2947,301.28,310.20,1200.9,53.95,89.8,0,0,0,0,0
2948,301.22,310.31,1340.7,56.84,210.5,1,0,0,0,1
2949,302.08,310.64,1468.7,44.56,133.7,0,0,0,0,0
2950,301.72,312.26,1350.7,37.90,35.2,0,0,0,0,0
2951,297.98,307.34,1706.9,42.60,138.7,0,0,0,0,0
2952,301.17,310.63,1313.0,61.71,37.2,0,0,0,0,0
2953,303.05,314.73,1193.6,60.40,148.3,0,0,0,0,0
2954,296.97,309.12,1435.1,37.77,184.8,0,0,0,0,0
2955,300.23,308.84,1332.2,32.01,119.3,0,0,0,0,0
2956,300.08,308.92,1908.2,25.50,138.3,0,0,0,0,0
2957,297.92,307.57,1815.1,36.92,223.2,0,0,0,0,0
2958,299.05,309.64,1723.6,29.46,144.4,0,0,0,0,0
2959,300.92,310.11,1661.9,34.69,114.3,0,0,0,0,0
2960,303.83,314.24,1683.7,31.96,97.5,0,0,0,0,0
2961,299.77,309.99,1366.4,48.65,189.5,0,0,0,0,0
2962,300.18,308.37,1504.8,45.30,108.6,0,0,0,0,0
2963,298.99,308.92,1510.6,43.41,76.6,0,0,0,0,0
2964,295.81,305.14,1977.1,25.72,194.5,0,0,0,0,0
2965,299.64,309.79,1889.8,38.57,40.1,0,0,0,0,0
2966,298.27,307.44,1150.0,53.84,159.7,0,0,0,0,0
2967,302.01,312.22,1598.8,37.43,235.5,0,0,0,0,0
2968,296.68,305.65,1639.9,27.86,109.0,0,0,0,0,0
2969,297.82,307.66,1741.9,29.57,42.1,0,0,0,0,0
2970,301.13,309.37,1772.9,32.84,26.1,0,0,0,0,0
